,0,1,2,3
0,0.0,0.0,0.7501784439685939,1.0
1,0.0,0.0004757373929590866,0.750089253837915,0.9995242626070409
2,0.0,0.10133206470028544,0.7503571428571428,0.9995242626070409
3,0.0012360939431396785,0.10133206470028544,0.7506252232940336,0.9995242626070409
4,0.0012360939431396785,0.12749762131303521,0.7508934953538242,0.9995242626070409
5,0.002472187886279357,0.12749762131303521,0.7511619592420451,0.9995242626070409
6,0.002472187886279357,0.14843006660323502,0.7514306151645207,0.9995242626070409
7,0.003708281829419036,0.14843006660323502,0.7516994633273703,0.9995242626070409
8,0.003708281829419036,0.30637488106565175,0.7519685039370079,0.9995242626070409
9,0.004944375772558714,0.30637488106565175,0.7522377372001432,0.9995242626070409
10,0.004944375772558714,0.3977164605137964,0.7525071633237822,0.9995242626070409
11,0.006180469715698393,0.3977164605137964,0.7527767825152275,0.9995242626070409
12,0.006180469715698393,0.478116079923882,0.7530465949820788,0.9995242626070409
13,0.007416563658838072,0.478116079923882,0.7533166009322337,0.9995242626070409
14,0.007416563658838072,0.527592768791627,0.753586800573888,0.9995242626070409
15,0.00865265760197775,0.527592768791627,0.7538571941155364,0.9995242626070409
16,0.00865265760197775,0.6170313986679353,0.7541277817659727,0.9995242626070409
17,0.009888751545117428,0.6170313986679353,0.7543985637342908,0.9995242626070409
18,0.009888751545117428,0.6332064700285442,0.7546695402298851,0.9995242626070409
19,0.011124845488257108,0.6332064700285442,0.7549407114624506,0.9995242626070409
20,0.011124845488257108,0.6389153187440533,0.7552120776419842,0.9995242626070409
21,0.012360939431396786,0.6389153187440533,0.7554836389787846,0.9995242626070409
22,0.012360939431396786,0.6508087535680305,0.7557553956834533,0.9995242626070409
23,0.013597033374536464,0.6508087535680305,0.7560273479668945,0.9995242626070409
24,0.013597033374536464,0.7140818268315889,0.7562994960403168,0.9995242626070409
25,0.014833127317676144,0.7140818268315889,0.7565718401152323,0.9995242626070409
26,0.014833127317676144,0.7511893434823977,0.7568443804034583,0.9995242626070409
27,0.016069221260815822,0.7511893434823977,0.7571171171171172,0.9995242626070409
28,0.016069221260815822,0.7516650808753568,0.7573900504686374,0.9995242626070409
29,0.0173053152039555,0.7516650808753568,0.7576631806707537,0.9995242626070409
30,0.0173053152039555,0.7549952426260704,0.7579365079365079,0.9995242626070409
31,0.018541409147095178,0.7549952426260704,0.7582100324792493,0.9995242626070409
32,0.018541409147095178,0.763558515699334,0.7584837545126354,0.9995242626070409
33,0.019777503090234856,0.763558515699334,0.758757674250632,0.9995242626070409
34,0.019777503090234856,0.7673644148430067,0.7590317919075145,0.9995242626070409
35,0.021013597033374538,0.7673644148430067,0.7593061076978678,0.9995242626070409
36,0.021013597033374538,0.7759276879162702,0.7595806218365871,0.9995242626070409
37,0.022249690976514216,0.7759276879162702,0.7598553345388789,0.9995242626070409
38,0.022249690976514216,0.7978116079923881,0.7601302460202605,0.9995242626070409
39,0.023485784919653894,0.7978116079923881,0.7604053564965617,0.9995242626070409
40,0.023485784919653894,0.8054234062797336,0.7606806661839247,0.9995242626070409
41,0.024721878862793572,0.8054234062797336,0.7609561752988048,0.9995242626070409
42,0.024721878862793572,0.8101807802093245,0.761231884057971,0.9995242626070409
43,0.02595797280593325,0.8101807802093245,0.7615077926785067,0.9995242626070409
44,0.02595797280593325,0.8168411037107517,0.76178390137781,0.9995242626070409
45,0.027194066749072928,0.8168411037107517,0.7620602103735945,0.9995242626070409
46,0.027194066749072928,0.8439581351094196,0.7623367198838897,0.9995242626070409
47,0.02843016069221261,0.8439581351094196,0.7626134301270417,0.9995242626070409
48,0.02843016069221261,0.8539486203615604,0.7628903413217138,0.9995242626070409
49,0.029666254635352288,0.8539486203615604,0.763167453686887,0.9995242626070409
50,0.029666254635352288,0.8625118934348239,0.7634447674418605,0.9995242626070409
51,0.030902348578491966,0.8625118934348239,0.7637222828062523,0.9995242626070409
52,0.030902348578491966,0.8782112274024738,0.764,0.9995242626070409
53,0.032138442521631644,0.8782112274024738,0.7642779192433612,0.9995242626070409
54,0.032138442521631644,0.884395813510942,0.7645560407569141,0.9995242626070409
55,0.03337453646477132,0.884395813510942,0.7648343647615581,0.9995242626070409
56,0.03337453646477132,0.8924833491912464,0.7651128914785142,0.9995242626070409
57,0.034610630407911,0.8924833491912464,0.765391621129326,0.9995242626070409
58,0.034610630407911,0.8943862987630827,0.76567055393586,0.9995242626070409
59,0.03584672435105068,0.8943862987630827,0.7659496901203062,0.9995242626070409
60,0.03584672435105068,0.8962892483349191,0.7662290299051787,0.9995242626070409
61,0.037082818294190356,0.8962892483349191,0.7665085735133164,0.9995242626070409
62,0.037082818294190356,0.9005708848715509,0.7667883211678832,0.9995242626070409
63,0.038318912237330034,0.9005708848715509,0.7670682730923695,0.9995242626070409
64,0.038318912237330034,0.90104662226451,0.7673484295105917,0.9995242626070409
65,0.03955500618046971,0.90104662226451,0.7676287906466934,0.9995242626070409
66,0.03955500618046971,0.9115128449096099,0.7679093567251462,0.9995242626070409
67,0.0407911001236094,0.9115128449096099,0.7681901279707496,0.9995242626070409
68,0.0407911001236094,0.9143672692673644,0.768471104608632,0.9995242626070409
69,0.042027194066749075,0.9143672692673644,0.7687522868642518,0.9995242626070409
70,0.042027194066749075,0.9333967649857279,0.7690336749633968,0.9995242626070409
71,0.04326328800988875,0.9333967649857279,0.7693152691321861,0.9995242626070409
72,0.04326328800988875,0.9391056137012369,0.7695970695970696,0.9995242626070409
73,0.04449938195302843,0.9391056137012369,0.7698790765848296,0.9995242626070409
74,0.04449938195302843,0.9414843006660324,0.7701612903225806,0.9995242626070409
75,0.04573547589616811,0.9414843006660324,0.7704437110377704,0.9995242626070409
76,0.04573547589616811,0.9490960989533778,0.7707263389581804,0.9995242626070409
77,0.04697156983930779,0.9490960989533778,0.7710091743119266,0.9995242626070409
78,0.04697156983930779,0.9500475737392959,0.7712922173274597,0.9995242626070409
79,0.048207663782447466,0.9500475737392959,0.7715754682335659,0.9995242626070409
80,0.048207663782447466,0.9509990485252141,0.7718589272593681,0.9995242626070409
81,0.049443757725587144,0.9509990485252141,0.7721425946343257,0.9995242626070409
82,0.049443757725587144,0.955756422454805,0.7724264705882353,0.9995242626070409
83,0.05067985166872682,0.955756422454805,0.7727105553512321,0.9995242626070409
84,0.05067985166872682,0.9567078972407231,0.7729948491537896,0.9995242626070409
