1,0.9503
2,0.9645
3,0.9703
4,0.9705
5,0.9761
6,0.9758
7,0.9782
8,0.9783
9,0.9760
10,0.9788
11,0.9808
12,0.9806
13,0.9804
14,0.9825
15,0.9833
16,0.9817
17,0.9816
18,0.9834
19,0.9832
20,0.9840
21,0.9828
22,0.9817
23,0.9836
24,0.9857
25,0.9866
26,0.9871
27,0.9865
28,0.9868
29,0.9874
30,0.9870
31,0.9870
32,0.9872
33,0.9872
34,0.9872
