,0,1,2
351,88000,tensor(6.9858e-05),tensor(95.5685)
352,88250,tensor(9.7162e-05),tensor(95.6029)
353,88500,tensor(5.6851e-05),tensor(95.5342)
354,88750,tensor(1.3140e-05),tensor(95.8434)
355,89000,tensor(9.5246e-05),tensor(95.6716)
356,89250,tensor(7.5036e-05),tensor(95.9121)
357,89500,tensor(0.0002),tensor(95.5685)
358,89750,tensor(1.8434e-05),tensor(95.9808)
359,90000,tensor(0.0224),tensor(94.2975)
360,90250,tensor(8.3916e-05),tensor(95.2937)
361,90500,tensor(0.0001),tensor(95.5685)
362,90750,tensor(0.0001),tensor(95.7403)
363,91000,tensor(0.0002),tensor(95.3281)
364,91250,tensor(4.5425e-05),tensor(95.7403)
365,91500,tensor(4.9826e-05),tensor(95.6029)
366,91750,tensor(3.2053e-05),tensor(95.6029)
367,92000,tensor(2.4890e-05),tensor(95.8777)
368,92250,tensor(0.0001),tensor(95.8090)
369,92500,tensor(0.0001),tensor(96.0151)
370,92750,tensor(1.4328e-05),tensor(95.6372)
371,93000,tensor(0.0011),tensor(94.7441)
372,93250,tensor(3.6329e-05),tensor(95.6716)
373,93500,tensor(7.2810e-05),tensor(95.4998)
374,93750,tensor(4.9692e-05),tensor(95.9808)
375,94000,tensor(1.2943e-05),tensor(95.8434)
376,94250,tensor(0.0002),tensor(95.7403)
377,94500,tensor(0.0002),tensor(95.8434)
378,94750,tensor(1.7804e-05),tensor(95.8434)
379,95000,tensor(3.9617e-05),tensor(96.0151)
380,95250,tensor(3.7291e-05),tensor(95.9464)
381,95500,tensor(0.0001),tensor(95.9121)
382,95750,tensor(9.1125e-05),tensor(95.9464)
383,96000,tensor(0.0006),tensor(95.9121)
384,96250,tensor(8.9269e-05),tensor(95.5342)
385,96500,tensor(0.1282),tensor(94.1601)
386,96750,tensor(0.0005),tensor(95.3624)
387,97000,tensor(0.0020),tensor(95.3624)
388,97250,tensor(0.0002),tensor(95.3281)
389,97500,tensor(0.0001),tensor(95.6716)
390,97750,tensor(0.0001),tensor(95.7403)
391,98000,tensor(0.0001),tensor(95.4655)
392,98250,tensor(1.6843e-05),tensor(95.6029)
393,98500,tensor(0.0001),tensor(95.8777)
394,98750,tensor(5.5766e-05),tensor(95.6716)
395,99000,tensor(2.2117e-05),tensor(95.6372)
396,99250,tensor(4.9365e-05),tensor(95.8777)
397,99500,tensor(5.8672e-05),tensor(95.8777)
398,99750,tensor(8.3091e-06),tensor(95.9121)
399,100000,tensor(2.2489e-05),tensor(95.5685)
400,100250,tensor(1.3090e-05),tensor(95.8434)
401,100500,tensor(1.8345e-05),tensor(95.7747)
402,100750,tensor(3.8509e-05),tensor(95.8090)
403,101000,tensor(0.0088),tensor(94.7441)
404,101250,tensor(0.0036),tensor(95.3281)
405,101500,tensor(0.0003),tensor(95.2594)
406,101750,tensor(0.0001),tensor(95.3624)
407,102000,tensor(5.9997e-06),tensor(95.6716)
408,102250,tensor(7.4425e-05),tensor(95.3624)
409,102500,tensor(2.4246e-05),tensor(95.6716)
410,102750,tensor(1.8431e-05),tensor(95.6372)
411,103000,tensor(3.6965e-05),tensor(95.4311)
412,103250,tensor(0.0001),tensor(95.6029)
413,103500,tensor(2.2982e-05),tensor(95.5342)
414,103750,tensor(0.0379),tensor(94.9845)
415,104000,tensor(6.6218e-05),tensor(95.6716)
416,104250,tensor(0.0007),tensor(95.5342)
417,104500,tensor(0.0005),tensor(95.5685)
418,104750,tensor(3.8185e-05),tensor(95.7403)
419,105000,tensor(2.7216e-05),tensor(95.8434)
420,105250,tensor(2.8359e-05),tensor(95.6372)
421,105500,tensor(4.9245e-05),tensor(96.0495)
422,105750,tensor(0.0002),tensor(95.7059)
423,106000,tensor(0.0120),tensor(95.4311)
424,106250,tensor(5.0923e-05),tensor(95.4311)
425,106500,tensor(0.0001),tensor(95.4655)
426,106750,tensor(3.3313e-05),tensor(95.5342)
427,107000,tensor(6.7014e-05),tensor(95.3968)
428,107250,tensor(0.0002),tensor(95.8434)
429,107500,tensor(7.4382e-05),tensor(95.2594)
430,107750,tensor(4.1327e-05),tensor(95.3624)
431,108000,tensor(2.4421e-05),tensor(95.1907)
432,108250,tensor(2.6056e-05),tensor(95.7059)
433,108500,tensor(1.9288e-05),tensor(95.6372)
434,108750,tensor(8.4431e-06),tensor(95.5342)
435,109000,tensor(2.7642e-05),tensor(95.6716)
436,109250,tensor(5.4333e-06),tensor(95.6716)
437,109500,tensor(0.0032),tensor(94.5723)
438,109750,tensor(0.0005),tensor(95.5685)
439,110000,tensor(0.0002),tensor(95.2937)
440,110250,tensor(2.1891e-05),tensor(95.7403)
441,110500,tensor(0.0001),tensor(95.7059)
442,110750,tensor(0.0001),tensor(95.4998)
443,111000,tensor(7.0294e-05),tensor(95.9808)
444,111250,tensor(3.3472e-05),tensor(95.6372)
445,111500,tensor(3.8226e-05),tensor(95.6029)
446,111750,tensor(5.1158e-05),tensor(95.4998)
447,112000,tensor(0.1125),tensor(93.8509)
448,112250,tensor(0.0003),tensor(95.8090)
449,112500,tensor(0.0001),tensor(95.9121)
450,112750,tensor(4.0599e-05),tensor(95.9464)
451,113000,tensor(2.8968e-05),tensor(95.7747)
452,113250,tensor(3.8056e-05),tensor(95.9121)
453,113500,tensor(9.3666e-05),tensor(95.9808)
454,113750,tensor(4.0740e-05),tensor(95.8090)
455,114000,tensor(0.0027),tensor(94.7097)
456,114250,tensor(0.0004),tensor(95.7059)
457,114500,tensor(0.0002),tensor(95.9808)
458,114750,tensor(2.8127e-05),tensor(95.7747)
459,115000,tensor(4.0247e-05),tensor(96.0495)
460,115250,tensor(3.8224e-05),tensor(96.0151)
461,115500,tensor(8.1294e-05),tensor(95.8434)
462,115750,tensor(6.1523e-05),tensor(95.8777)
463,116000,tensor(2.4004e-05),tensor(95.8434)
464,116250,tensor(4.5150e-05),tensor(95.7059)
465,116500,tensor(1.7390e-05),tensor(95.8777)
466,116750,tensor(1.4527e-05),tensor(95.9464)
467,117000,tensor(1.4857e-05),tensor(96.1869)
