,0,1,2
311,78000,tensor(0.0005),tensor(97.6984)
312,78250,tensor(0.0015),tensor(97.0800)
313,78500,tensor(0.0338),tensor(97.2175)
314,78750,tensor(0.0026),tensor(97.8014)
315,79000,tensor(0.0325),tensor(97.1487)
316,79250,tensor(0.0141),tensor(97.4579)
317,79500,tensor(0.0015),tensor(97.5953)
318,79750,tensor(0.0022),tensor(97.9045)
319,80000,tensor(0.0011),tensor(97.4236)
320,80250,tensor(0.0012),tensor(97.4236)
321,80500,tensor(0.0004),tensor(98.1450)
322,80750,tensor(0.0447),tensor(96.7022)
323,81000,tensor(0.0025),tensor(97.6640)
324,81250,tensor(0.0008),tensor(97.8014)
325,81500,tensor(0.0005),tensor(97.7671)
326,81750,tensor(0.0008),tensor(97.5610)
327,82000,tensor(0.0005),tensor(97.6297)
328,82250,tensor(0.0021),tensor(97.6640)
329,82500,tensor(0.0004),tensor(98.0076)
330,82750,tensor(2.5052e-05),tensor(97.9045)
331,83000,tensor(0.0310),tensor(96.8396)
332,83250,tensor(0.0009),tensor(97.6984)
333,83500,tensor(0.0188),tensor(97.2862)
334,83750,tensor(0.0019),tensor(97.5610)
335,84000,tensor(0.0312),tensor(97.1831)
336,84250,tensor(0.0063),tensor(97.2862)
337,84500,tensor(0.0239),tensor(96.6335)
338,84750,tensor(0.0026),tensor(97.8701)
339,85000,tensor(0.0005),tensor(97.0800)
340,85250,tensor(0.0009),tensor(97.5953)
341,85500,tensor(0.0006),tensor(97.7671)
342,85750,tensor(0.0251),tensor(96.6678)
343,86000,tensor(0.0056),tensor(97.3892)
344,86250,tensor(0.0003),tensor(98.0076)
345,86500,tensor(0.0010),tensor(97.7327)
346,86750,tensor(0.0066),tensor(97.1144)
347,87000,tensor(0.0846),tensor(95.8777)
348,87250,tensor(0.0019),tensor(97.4923)
349,87500,tensor(0.0038),tensor(97.6297)
350,87750,tensor(5.5342e-05),tensor(97.5266)
351,88000,tensor(0.0040),tensor(97.0113)
352,88250,tensor(0.0054),tensor(97.4923)
353,88500,tensor(0.0265),tensor(97.6984)
354,88750,tensor(0.0008),tensor(97.8014)
355,89000,tensor(0.0004),tensor(98.0076)
356,89250,tensor(6.2478e-05),tensor(98.2824)
357,89500,tensor(0.0131),tensor(97.2862)
358,89750,tensor(0.0046),tensor(97.1144)
359,90000,tensor(0.0016),tensor(97.8014)
360,90250,tensor(0.0057),tensor(97.7327)
361,90500,tensor(0.0422),tensor(97.4923)
362,90750,tensor(0.0250),tensor(97.6984)
363,91000,tensor(0.0018),tensor(97.5610)
364,91250,tensor(0.0130),tensor(96.6335)
365,91500,tensor(0.0012),tensor(96.8396)
366,91750,tensor(0.0026),tensor(97.4579)
367,92000,tensor(4.3520e-05),tensor(97.7327)
368,92250,tensor(0.0006),tensor(97.7327)
369,92500,tensor(0.0004),tensor(97.3549)
370,92750,tensor(0.0476),tensor(96.2556)
371,93000,tensor(0.0033),tensor(96.7022)
372,93250,tensor(0.0046),tensor(97.1831)
373,93500,tensor(0.0012),tensor(97.7671)
374,93750,tensor(0.0006),tensor(97.4923)
375,94000,tensor(0.0003),tensor(97.6640)
376,94250,tensor(0.0018),tensor(97.3549)
377,94500,tensor(0.0626),tensor(97.4923)
378,94750,tensor(0.0015),tensor(97.1144)
379,95000,tensor(0.0002),tensor(97.4579)
380,95250,tensor(0.0010),tensor(97.6297)
381,95500,tensor(0.0002),tensor(98.1450)
382,95750,tensor(0.0196),tensor(97.5266)
383,96000,tensor(0.0020),tensor(96.5304)
384,96250,tensor(0.0008),tensor(96.7709)
385,96500,tensor(0.0019),tensor(97.3205)
386,96750,tensor(0.0037),tensor(96.7365)
387,97000,tensor(0.0003),tensor(97.5610)
388,97250,tensor(0.0136),tensor(97.1831)
389,97500,tensor(0.0036),tensor(97.3205)
390,97750,tensor(0.0005),tensor(97.6640)
391,98000,tensor(0.0002),tensor(97.8358)
392,98250,tensor(0.0004),tensor(97.7671)
393,98500,tensor(0.0202),tensor(97.1144)
394,98750,tensor(0.0010),tensor(97.3892)
395,99000,tensor(0.0004),tensor(97.3205)
396,99250,tensor(0.0005),tensor(97.6297)
397,99500,tensor(0.0388),tensor(97.5953)
398,99750,tensor(0.0003),tensor(97.5953)
399,100000,tensor(9.1443e-05),tensor(97.6640)
400,100250,tensor(0.0007),tensor(97.2175)
401,100500,tensor(0.0040),tensor(97.4923)
402,100750,tensor(0.0456),tensor(97.0113)
403,101000,tensor(0.0002),tensor(97.4236)
404,101250,tensor(0.0124),tensor(96.6678)
405,101500,tensor(0.0061),tensor(97.2518)
406,101750,tensor(0.0002),tensor(97.6984)
407,102000,tensor(0.0016),tensor(97.5953)
408,102250,tensor(0.0045),tensor(97.2518)
409,102500,tensor(0.0009),tensor(97.9732)
410,102750,tensor(0.0008),tensor(97.5953)
411,103000,tensor(0.0201),tensor(96.8396)
412,103250,tensor(0.0009),tensor(97.3549)
413,103500,tensor(0.0029),tensor(97.5953)
414,103750,tensor(0.0064),tensor(96.8396)
415,104000,tensor(0.0001),tensor(97.2175)
416,104250,tensor(0.0021),tensor(97.5953)
417,104500,tensor(0.0350),tensor(96.8739)
418,104750,tensor(0.0002),tensor(97.8358)
419,105000,tensor(0.0213),tensor(97.3892)
420,105250,tensor(0.0009),tensor(97.8014)
421,105500,tensor(0.0080),tensor(97.6640)
422,105750,tensor(0.0009),tensor(97.7327)
423,106000,tensor(0.0040),tensor(97.2862)
424,106250,tensor(0.0097),tensor(97.7671)
425,106500,tensor(0.0129),tensor(97.4236)
426,106750,tensor(0.0051),tensor(97.5953)
427,107000,tensor(0.0002),tensor(97.5266)
428,107250,tensor(0.0001),tensor(97.4236)
429,107500,tensor(0.0014),tensor(97.8014)
430,107750,tensor(0.0070),tensor(98.1106)
431,108000,tensor(0.0122),tensor(96.4273)
432,108250,tensor(0.0072),tensor(97.2518)
433,108500,tensor(0.0006),tensor(97.1831)
434,108750,tensor(0.0003),tensor(97.3205)
435,109000,tensor(0.0081),tensor(97.3549)
436,109250,tensor(0.0009),tensor(97.3549)
437,109500,tensor(0.0006),tensor(98.1450)
438,109750,tensor(0.0020),tensor(97.6297)
439,110000,tensor(0.0009),tensor(97.6297)
440,110250,tensor(0.0004),tensor(97.4923)
441,110500,tensor(0.0148),tensor(97.1487)
442,110750,tensor(0.0085),tensor(97.4923)
443,111000,tensor(0.0007),tensor(97.5266)
444,111250,tensor(0.0001),tensor(97.3549)
445,111500,tensor(0.0004),tensor(97.3892)
446,111750,tensor(0.0013),tensor(96.8052)
447,112000,tensor(8.1992e-05),tensor(97.5266)
448,112250,tensor(0.0439),tensor(97.0457)
449,112500,tensor(0.0199),tensor(96.7022)
450,112750,tensor(0.0027),tensor(97.2862)
451,113000,tensor(0.0004),tensor(97.2518)
452,113250,tensor(0.0566),tensor(96.8396)
453,113500,tensor(0.0003),tensor(97.4579)
454,113750,tensor(0.0007),tensor(97.2518)
455,114000,tensor(0.0630),tensor(97.1144)
456,114250,tensor(0.0021),tensor(97.5266)
457,114500,tensor(0.0017),tensor(97.5953)
458,114750,tensor(0.0014),tensor(97.4236)
459,115000,tensor(0.0017),tensor(96.8739)
460,115250,tensor(0.0031),tensor(97.1144)
461,115500,tensor(0.0008),tensor(97.5953)
462,115750,tensor(0.0052),tensor(97.4236)
463,116000,tensor(0.0036),tensor(97.6640)
464,116250,tensor(0.0011),tensor(96.8052)
465,116500,tensor(0.0208),tensor(97.5610)
466,116750,tensor(0.0009),tensor(97.5266)
467,117000,tensor(0.0011),tensor(97.0457)
