,0,1,2
67,17000,0.0223,97.1862
68,17250,0.0814,97.1542
69,17500,0.0871,96.8299
70,17750,0.0872,96.8938
71,18000,0.2427,97.0811
72,18250,0.1226,97.2456
73,18500,0.1289,97.0126
74,18750,0.0745,97.0766
75,19000,0.1410,97.1314
76,19250,0.0590,96.5284
77,19500,0.0811,97.3004
78,19750,0.2148,96.9806
79,20000,0.1128,97.1268
80,20250,0.0455,97.0811
81,20500,0.0851,97.2593
82,20750,0.0382,97.1953
83,21000,0.1172,96.8116
84,21250,0.1705,97.5653
85,21500,0.0660,97.1496
86,21750,0.0362,97.2730
87,22000,0.1298,97.0446
88,22250,0.1012,97.4329
89,22500,0.0482,97.3689
90,22750,0.1350,96.7888
91,23000,0.1122,97.1314
92,23250,0.1736,97.3004
93,23500,0.1126,97.4557
94,23750,0.0830,97.2182
95,24000,0.0218,97.3780
96,24250,0.1276,97.2045
97,24500,0.0747,96.8573
98,24750,0.0685,97.2045
99,25000,0.0936,96.5284
100,25250,0.0444,96.9304
101,25500,0.1174,97.5882
102,25750,0.0674,97.2547
103,26000,0.2023,97.3598
104,26250,0.0962,97.0903
105,26500,0.1621,97.2638
106,26750,0.1022,97.0080
107,27000,0.1403,96.8390
108,27250,0.0383,97.2730
109,27500,0.0772,97.4054
110,27750,0.0474,97.2958
111,28000,0.0483,97.0126
112,28250,0.0420,97.3506
113,28500,0.1043,96.9212
114,28750,0.2081,96.7842
115,29000,0.1297,97.7161
116,29250,0.1038,97.3278
117,29500,0.1254,97.3187
118,29750,0.0575,96.9761
119,30000,0.0966,97.0994
120,30250,0.1016,96.6289
121,30500,0.0428,96.9943
122,30750,0.0202,97.1040
123,31000,0.0406,97.5379
124,31250,0.0560,97.4420
125,31500,0.0406,97.2684
126,31750,0.0201,97.5882
127,32000,0.0840,96.6883
128,32250,0.0675,97.0674
129,32500,0.1191,97.8257
130,32750,0.0394,97.5059
131,33000,0.0587,97.3187
132,33250,0.1623,97.0903
133,33500,0.0523,97.0126
134,33750,0.0833,97.0674
135,34000,0.0259,97.0080
136,34250,0.0643,97.7846
137,34500,0.1373,97.5882
138,34750,0.1818,97.3461
139,35000,0.0318,97.0903
140,35250,0.0516,96.8847
141,35500,0.0600,97.0354
142,35750,0.0154,97.2638
143,36000,0.0849,97.6795
144,36250,0.0117,97.5608
145,36500,0.0810,97.5014
146,36750,0.0846,97.3735
147,37000,0.1283,97.2136
148,37250,0.0201,97.2182
149,37500,0.0954,97.0172
150,37750,0.0251,97.5379
151,38000,0.0780,97.5471
152,38250,0.1474,97.2547
153,38500,0.0789,96.9943
154,38750,0.0109,97.2593
155,39000,0.0839,97.0903
156,39250,0.0319,97.1725
157,39500,0.0317,97.3506
158,39750,0.0483,97.5014
159,40000,0.0680,97.3324
160,40250,0.1188,97.0354
161,40500,0.0989,97.3461
162,40750,0.0134,97.1633
163,41000,0.2005,97.0720
164,41250,0.1086,97.1633
165,41500,0.0723,97.4648
166,41750,0.0638,97.2958
167,42000,0.1694,97.1542
168,42250,0.0515,97.5882
169,42500,0.0340,97.3369
170,42750,0.1111,96.9167
171,43000,0.0735,97.3187
172,43250,0.0536,97.3278
173,43500,0.0241,97.4100
174,43750,0.0738,97.1725
175,44000,0.0991,97.3735
176,44250,0.0619,97.1177
177,44500,0.0830,97.0537
